timestamp, utilization.gpu [%], memory.used [MiB], memory.total [MiB]
2026/04/15 19:24:47.610, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:24:52.610, 0 %, 463 MiB, 81920 MiB
2026/04/15 19:24:52.610, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:24:57.611, 0 %, 463 MiB, 81920 MiB
2026/04/15 19:24:57.611, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:25:02.612, 0 %, 463 MiB, 81920 MiB
2026/04/15 19:25:02.612, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:25:07.613, 0 %, 463 MiB, 81920 MiB
2026/04/15 19:25:07.613, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:25:12.614, 0 %, 463 MiB, 81920 MiB
2026/04/15 19:25:12.614, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:25:17.615, 0 %, 463 MiB, 81920 MiB
2026/04/15 19:25:17.615, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:25:22.616, 0 %, 463 MiB, 81920 MiB
2026/04/15 19:25:22.616, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:25:27.617, 0 %, 463 MiB, 81920 MiB
2026/04/15 19:25:27.617, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:25:32.617, 0 %, 463 MiB, 81920 MiB
2026/04/15 19:25:32.618, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:25:37.618, 0 %, 463 MiB, 81920 MiB
2026/04/15 19:25:37.619, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:25:42.619, 0 %, 61249 MiB, 81920 MiB
2026/04/15 19:25:42.619, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:25:47.620, 0 %, 61249 MiB, 81920 MiB
2026/04/15 19:25:47.620, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:25:52.621, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:25:52.621, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:25:57.622, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:25:57.622, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:26:02.623, 22 %, 61317 MiB, 81920 MiB
2026/04/15 19:26:02.623, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:26:07.623, 11 %, 61283 MiB, 81920 MiB
2026/04/15 19:26:07.624, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:26:12.624, 10 %, 61283 MiB, 81920 MiB
2026/04/15 19:26:12.624, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:26:17.625, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:26:17.625, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:26:22.626, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:26:22.626, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:26:27.627, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:26:27.627, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:26:32.627, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:26:32.627, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:26:37.628, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:26:37.628, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:26:42.629, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:26:42.629, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:26:47.630, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:26:47.630, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:26:52.630, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:26:52.630, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:26:57.631, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:26:57.631, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:27:02.632, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:27:02.632, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:27:07.633, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:27:07.633, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:27:12.633, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:27:12.634, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:27:17.634, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:27:17.634, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:27:22.635, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:27:22.635, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:27:27.636, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:27:27.636, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:27:32.637, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:27:32.637, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:27:37.637, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:27:37.637, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:27:42.638, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:27:42.638, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:27:47.639, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:27:47.639, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:27:52.640, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:27:52.640, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:27:57.640, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:27:57.640, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:28:02.641, 0 %, 61283 MiB, 81920 MiB
