timestamp, utilization.gpu [%], memory.used [MiB], memory.total [MiB]
2026/06/10 08:27:12.868, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:27:12.868, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:27:17.869, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:27:17.869, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:27:22.870, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:27:22.870, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:27:27.871, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:27:27.871, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:27:32.872, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:27:32.872, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:27:37.873, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:27:37.873, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:27:42.875, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:27:42.875, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:27:47.876, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:27:47.876, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:27:52.877, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:27:52.877, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:27:57.878, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:27:57.879, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:28:02.880, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:28:02.880, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:28:07.881, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:28:07.881, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:28:12.882, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:28:12.882, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:28:17.883, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:28:17.883, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:28:22.884, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:28:22.884, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:28:27.885, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:28:27.885, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:28:32.886, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:28:32.886, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:28:37.887, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:28:37.887, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:28:42.888, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:28:42.889, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:28:47.889, 0 %, 463 MiB, 81920 MiB
